date;highest_buy_price;lowest_sell_price;median_price;volume;Starryornamentnana;176569103;https://community.akamai.steamstatic.com/economy/image/W6a8T_dRhs903stAM6adKqQXGt6NXZvkj0mWPP8i2SbqS7lxnk0qJMn3Q_qLEs2SIT8vE62ZUwCx5evUvqA3hF-dF6sewBGEHwJCaVAPUPwIHEbOdv8pxR7mtMVibiw/62fx62f
08-12-2025;;1.500;791,85;14
